index,brand,series,processor,os,ssd,ram,display,price,link,pricing
131,lenovo,14itl05,intel core i3 11th gen,windows 11 home,512 gb,8 gb, ,11260946,https://www.flipkart.com/lenovo-ideapad-flex-5-core-i3-11th-gen-8-gb-512-gb-ssd-windows-11-home-14itl05-2-1-laptop/p/itm7b31294f7611epid=comgcfnzayujfqmy&lid=lstcomgcfnzayujfqmyacmzmj&marketplace=flipkart&store=6bo%2fb5g&srno=b_6_132&otracker=browse&otracker1=hp_rich_navigation_pinned_neo%2fmerchandising_na_nav_expandable_navigationcard_cc_8_l1_view-all&iid=07bd375e-4803-4b94-a738-85e47f042600.comgcfnzayujfqmy.search&ssid=keunga7z5awdoidc1653220328507,11000000
132,lenovo,11igl05, ,windows 11 home,256 gb,4 gb, ,4579591,https://www.flipkart.com/lenovo-ideapad-1-celeron-dual-core-4-gb-256-gb-ssd-windows-11-home-11igl05-thin-light-laptop/p/itm56e1f06112b0dpid=comgcfnzasdrtzau&lid=lstcomgcfnzasdrtzaurthfhx&marketplace=flipkart&store=6bo%2fb5g&srno=b_6_133&otracker=browse&otracker1=hp_rich_navigation_pinned_neo%2fmerchandising_na_nav_expandable_navigationcard_cc_8_l1_view-all&iid=07bd375e-4803-4b94-a738-85e47f042600.comgcfnzasdrtzau.search&ssid=keunga7z5awdoidc1653220328507,4000000
133,hp,14-dy1047tu,intel core i7 11th gen,windows 11 home,512 gb,16 gb,14,16796926,https://www.flipkart.com/hp-pavilion-x360-convertible-core-i7-11th-gen-16-gb-512-gb-ssd-windows-11-home-14-dy1047tu-thin-light-laptop/p/itm33a412438c15apid=comgcndpkpckggqz&lid=lstcomgcndpkpckggqzu8jhsi&marketplace=flipkart&store=6bo%2fb5g&srno=b_6_134&otracker=browse&otracker1=hp_rich_navigation_pinned_neo%2fmerchandising_na_nav_expandable_navigationcard_cc_8_l1_view-all&iid=07bd375e-4803-4b94-a738-85e47f042600.comgcndpkpckggqz.search&ssid=keunga7z5awdoidc1653220328507,16000000
134,lenovo,14alc05, ,windows 11 home,512 gb,8 gb, ,11070050,https://www.flipkart.com/lenovo-ideapad-flex-5-ryzen-hexa-core-5500u-8-gb-512-gb-ssd-windows-11-home-14alc05-2-1-laptop/p/itm3098ab4230e4dpid=comgcfnzee6rphwz&lid=lstcomgcfnzee6rphwzb6fm95&marketplace=flipkart&store=6bo%2fb5g&srno=b_6_135&otracker=browse&otracker1=hp_rich_navigation_pinned_neo%2fmerchandising_na_nav_expandable_navigationcard_cc_8_l1_view-all&iid=07bd375e-4803-4b94-a738-85e47f042600.comgcfnzee6rphwz.search&ssid=keunga7z5awdoidc1653220328507,11000000
135,lenovo,14itl6,intel core i3 11th gen,windows 11 home,512 gb,8 gb, ,8206612,https://www.flipkart.com/lenovo-ideapad-3-core-i3-11th-gen-8-gb-512-gb-ssd-windows-11-home-14itl6-thin-light-laptop/p/itm74e97152c6d64pid=comgcfnzhzbngr9e&lid=lstcomgcfnzhzbngr9ew5d7vt&marketplace=flipkart&store=6bo%2fb5g&srno=b_6_136&otracker=browse&otracker1=hp_rich_navigation_pinned_neo%2fmerchandising_na_nav_expandable_navigationcard_cc_8_l1_view-all&iid=07bd375e-4803-4b94-a738-85e47f042600.comgcfnzhzbngr9e.search&ssid=keunga7z5awdoidc1653220328507,8000000
136,hp,14-dy1048tu,intel core i5 11th gen,windows 11 home,512 gb,16 gb,14,14353459,https://www.flipkart.com/hp-pavilion-x360-convertible-core-i5-11th-gen-16-gb-512-gb-ssd-windows-11-home-14-dy1048tu-thin-light-laptop/p/itmcfad46a5360depid=comgcndpjxzua9hm&lid=lstcomgcndpjxzua9hmfige7j&marketplace=flipkart&store=6bo%2fb5g&srno=b_6_137&otracker=browse&otracker1=hp_rich_navigation_pinned_neo%2fmerchandising_na_nav_expandable_navigationcard_cc_8_l1_view-all&iid=07bd375e-4803-4b94-a738-85e47f042600.comgcndpjxzua9hm.search&ssid=keunga7z5awdoidc1653220328507,14000000
137,lenovo,14itl5,intel core i7 11th gen,windows 11 home,512 gb,16 gb, ,19087676,https://www.flipkart.com/lenovo-yoga-7-core-i7-11th-gen-16-gb-512-gb-ssd-windows-11-home-14itl5-2-1-laptop/p/itm6bb125b6bf42bpid=comgcfnzvpjmhb9d&lid=lstcomgcfnzvpjmhb9dohibfv&marketplace=flipkart&store=6bo%2fb5g&srno=b_6_138&otracker=browse&otracker1=hp_rich_navigation_pinned_neo%2fmerchandising_na_nav_expandable_navigationcard_cc_8_l1_view-all&iid=07bd375e-4803-4b94-a738-85e47f042600.comgcfnzvpjmhb9d.search&ssid=keunga7z5awdoidc1653220328507,19000000
138,dell,inspiron 3515, ,windows 11 home,512 gb,8 gb, ,8932017,https://www.flipkart.com/dell-inspiron-ryzen-5-dual-core-3450u-8-gb-512-gb-ssd-windows-11-home-3515-thin-light-laptop/p/itm9130b557c4381pid=comgc3hzxgytwjx9&lid=lstcomgc3hzxgytwjx97zujkh&marketplace=flipkart&store=6bo%2fb5g&srno=b_6_139&otracker=browse&otracker1=hp_rich_navigation_pinned_neo%2fmerchandising_na_nav_expandable_navigationcard_cc_8_l1_view-all&iid=07bd375e-4803-4b94-a738-85e47f042600.comgc3hzxgytwjx9.search&ssid=keunga7z5awdoidc1653220328507,8000000
139,dell,vostro 3510,intel core i3 10th gen,windows 11 home,512 gb,8 gb,15.6,7824821,https://www.flipkart.com/dell-vostro-core-i3-10th-gen-8-gb-512-gb-ssd-windows-11-home-3510-icl-thin-light-laptop/p/itmeab0124b49873pid=comgbp5fdebnmtgg&lid=lstcomgbp5fdebnmtggqnyfzh&marketplace=flipkart&store=6bo%2fb5g&srno=b_6_140&otracker=browse&otracker1=hp_rich_navigation_pinned_neo%2fmerchandising_na_nav_expandable_navigationcard_cc_8_l1_view-all&iid=07bd375e-4803-4b94-a738-85e47f042600.comgbp5fdebnmtgg.search&ssid=keunga7z5awdoidc1653220328507,7000000
140,hp,14s-dq2606tu,intel core i3 11th gen,windows 10 home,512 gb,8 gb, ,8206612,https://www.flipkart.com/hp-core-i3-11th-gen-8-gb-512-gb-ssd-windows-10-home-14s-dq2606tu-thin-light-laptop/p/itm0b19e546c47d9pid=comgcgstn9r4wpqv&lid=lstcomgcgstn9r4wpqv76tnjk&marketplace=flipkart&store=6bo%2fb5g&srno=b_6_141&otracker=browse&otracker1=hp_rich_navigation_pinned_neo%2fmerchandising_na_nav_expandable_navigationcard_cc_8_l1_view-all&iid=07bd375e-4803-4b94-a738-85e47f042600.comgcgstn9r4wpqv.search&ssid=keunga7z5awdoidc1653220328507,8000000
141,dell,inspiron 3515, ,windows 11 home,512 gb,8 gb,15.6,7824821,https://www.flipkart.com/dell-ryzen-3-dual-core-3250u-8-gb-512-gb-ssd-windows-11-home-inspiron-3515-thin-light-laptop/p/itm2790a01e09346pid=comgc3hzasrwkgtn&lid=lstcomgc3hzasrwkgtnyq8lio&marketplace=flipkart&store=6bo%2fb5g&srno=b_6_142&otracker=browse&otracker1=hp_rich_navigation_pinned_neo%2fmerchandising_na_nav_expandable_navigationcard_cc_8_l1_view-all&iid=07bd375e-4803-4b94-a738-85e47f042600.comgc3hzasrwkgtn.search&ssid=keunga7z5awdoidc1653220328507,7000000
142,dell,vostro 3510,intel core i3 10th gen,windows 11 home,256 gb,8 gb,15.6,7824821,https://www.flipkart.com/dell-core-i3-10th-gen-8-gb-1-tb-hdd-256-gb-ssd-windows-11-home-vostro-3510-thin-light-laptop/p/itm9ba5f470413d2pid=comgbp5fxhe2mxaz&lid=lstcomgbp5fxhe2mxaz3qisah&marketplace=flipkart&store=6bo%2fb5g&srno=b_6_143&otracker=browse&otracker1=hp_rich_navigation_pinned_neo%2fmerchandising_na_nav_expandable_navigationcard_cc_8_l1_view-all&iid=07bd375e-4803-4b94-a738-85e47f042600.comgbp5fxhe2mxaz.search&ssid=keunga7z5awdoidc1653220328507,7000000
143,hp,16-b1361tx,intel core i7 12th gen,windows 11 home,1 tb,16 gb,16.1,29682396,https://www.flipkart.com/hp-omen-core-i7-12th-gen-16-gb-1-tb-ssd-windows-11-home-6-gb-graphics-16-b1361tx-laptop/p/itm4de195a76ef55pid=comgcgstjrs6mhhr&lid=lstcomgcgstjrs6mhhr70bxjs&marketplace=flipkart&store=6bo%2fb5g&srno=b_6_144&otracker=browse&otracker1=hp_rich_navigation_pinned_neo%2fmerchandising_na_nav_expandable_navigationcard_cc_8_l1_view-all&iid=07bd375e-4803-4b94-a738-85e47f042600.comgcgstjrs6mhhr.search&ssid=keunga7z5awdoidc1653220328507,29000000
144,asus,expert book,intel core i3 10th gen,windows 10 home,256 gb,4 gb,14,7443029,https://www.flipkart.com/asus-commercial-series-core-i3-10th-gen-4-gb-256-gb-ssd-windows-10-home-p2451fa-business-laptop/p/itm530c8f1a8ea09pid=comgcnv78zpfmtg4&lid=lstcomgcnv78zpfmtg4ipndct&marketplace=flipkart&store=6bo%2fb5g&srno=b_7_145&otracker=browse&otracker1=hp_rich_navigation_pinned_neo%2fmerchandising_na_nav_expandable_navigationcard_cc_8_l1_view-all&iid=21fe1715-1274-454f-b672-703b04ce5a95.comgcnv78zpfmtg4.search&ssid=k3w59zhoio2x9s741653220445133,7000000
145,hp,16-c0138ax, ,windows 11 home,512 gb,16 gb, ,19946707,https://www.flipkart.com/hp-omen-ryzen-7-octa-core-5800h-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050ti-16-c0138ax-gaming-laptop/p/itmb687d9c87a4c3pid=comgbhzb9kwherht&lid=lstcomgbhzb9kwherhthjq6m3&marketplace=flipkart&store=6bo%2fb5g&srno=b_7_146&otracker=browse&otracker1=hp_rich_navigation_pinned_neo%2fmerchandising_na_nav_expandable_navigationcard_cc_8_l1_view-all&iid=21fe1715-1274-454f-b672-703b04ce5a95.comgbhzb9kwherht.search&ssid=k3w59zhoio2x9s741653220445133,19000000
146,hp,16-c0140ax, ,windows 11 home,1 tb,16 gb,16.1,23957429,https://www.flipkart.com/hp-omen-ryzen-7-octa-core-5800h-16-gb-1-tb-ssd-windows-11-home-amd-radeon-rx-6600m-16-c0140ax-gaming-laptop/p/itme4e3070b0d22dpid=comgbhzbxbvhczzr&lid=lstcomgbhzbxbvhczzrujzo5q&marketplace=flipkart&store=6bo%2fb5g&srno=b_7_147&otracker=browse&otracker1=hp_rich_navigation_pinned_neo%2fmerchandising_na_nav_expandable_navigationcard_cc_8_l1_view-all&iid=21fe1715-1274-454f-b672-703b04ce5a95.comgbhzbxbvhczzr.search&ssid=k3w59zhoio2x9s741653220445133,23000000
147,hp,250 g8,intel core i3 11th gen,windows 11 home, ,8 gb,15.6,7769270,https://www.flipkart.com/hp-core-i3-11th-gen-8-gb-1-tb-hdd-windows-11-home-250-g8-laptop/p/itm9e7a332df686dpid=comgcnkbkk3ye6ag&lid=lstcomgcnkbkk3ye6agaqn2xs&marketplace=flipkart&store=6bo%2fb5g&srno=b_7_148&otracker=browse&otracker1=hp_rich_navigation_pinned_neo%2fmerchandising_na_nav_expandable_navigationcard_cc_8_l1_view-all&iid=21fe1715-1274-454f-b672-703b04ce5a95.comgcnkbkk3ye6ag.search&ssid=k3w59zhoio2x9s741653220445133,7000000
148,hp,255 g8, ,windows 11 home, ,8 gb,15.6,7252133,https://www.flipkart.com/hp-ryzen-3-dual-core-8-gb-1-tb-hdd-windows-11-home-255-g8-laptop/p/itmf331437e14cacpid=comgcg5pkrxambz8&lid=lstcomgcg5pkrxambz8jbsd39&marketplace=flipkart&store=6bo%2fb5g&srno=b_7_149&otracker=browse&otracker1=hp_rich_navigation_pinned_neo%2fmerchandising_na_nav_expandable_navigationcard_cc_8_l1_view-all&iid=21fe1715-1274-454f-b672-703b04ce5a95.comgcg5pkrxambz8.search&ssid=k3w59zhoio2x9s741653220445133,7000000
149,asus,g513ic-hn025w, ,windows 11 home,512 gb,8 gb, ,16033342,https://www.flipkart.com/asus-rog-strix-g15-ryzen-7-octa-core-4800h-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-144-hz-g513ic-hn025w-gaming-laptop/p/itm8e5ef2d250684pid=comgad9vkcwk8czu&lid=lstcomgad9vkcwk8czuu4icfa&marketplace=flipkart&store=6bo%2fb5g&srno=b_7_150&otracker=browse&otracker1=hp_rich_navigation_pinned_neo%2fmerchandising_na_nav_expandable_navigationcard_cc_8_l1_view-all&iid=21fe1715-1274-454f-b672-703b04ce5a95.comgad9vkcwk8czu.search&ssid=k3w59zhoio2x9s741653220445133,16000000
150,asus,fx506lh-hn258ws,intel core i5 10th gen,windows 11 home,512 gb,8 gb, ,11832870,https://www.flipkart.com/asus-tuf-gaming-f15-core-i5-10th-gen-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-gtx-1650-144-hz-fx506lh-hn258ws-laptop/p/itm57d649902588epid=comgb732mk9rhd5p&lid=lstcomgb732mk9rhd5pevwulf&marketplace=flipkart&store=6bo%2fb5g&srno=b_7_151&otracker=browse&otracker1=hp_rich_navigation_pinned_neo%2fmerchandising_na_nav_expandable_navigationcard_cc_8_l1_view-all&iid=21fe1715-1274-454f-b672-703b04ce5a95.comgb732mk9rhd5p.search&ssid=k3w59zhoio2x9s741653220445133,11000000
151,hp,250 g8,intel core i3 11th gen,windows 11 home,512 gb,8 gb,15.6,8246509,https://www.flipkart.com/hp-core-i3-11th-gen-8-gb-512-gb-ssd-windows-11-home-250-g8-laptop/p/itm9c665b78ea501pid=comgcnkd9qfshuyp&lid=lstcomgcnkd9qfshuypf8h4o5&marketplace=flipkart&store=6bo%2fb5g&srno=b_7_152&otracker=browse&otracker1=hp_rich_navigation_pinned_neo%2fmerchandising_na_nav_expandable_navigationcard_cc_8_l1_view-all&iid=21fe1715-1274-454f-b672-703b04ce5a95.comgcnkd9qfshuyp.search&ssid=k3w59zhoio2x9s741653220445133,8000000
152,asus,ga401qc-k2188ws, ,windows 11 home,1 tb,16 gb, ,21951114,https://www.flipkart.com/asus-ryzen-7-octa-core-5800hs-16-gb-1-tb-ssd-windows-11-home-4-gb-graphics-nvidia-geforce-rtx-3050-ga401qc-k2188ws-gaming-laptop/p/itm0dd73513897c2pid=comgbffgwuz9j9tz&lid=lstcomgbffgwuz9j9tzuvrglt&marketplace=flipkart&store=6bo%2fb5g&srno=b_7_153&otracker=browse&otracker1=hp_rich_navigation_pinned_neo%2fmerchandising_na_nav_expandable_navigationcard_cc_8_l1_view-all&iid=21fe1715-1274-454f-b672-703b04ce5a95.comgbffgwuz9j9tz.search&ssid=k3w59zhoio2x9s741653220445133,21000000
153,asus,fa777rm-hx019w, ,windows 11 home,1 tb,16 gb, ,25578135,https://www.flipkart.com/asus-ryzen-7-octa-core-6800h-16-gb-1-tb-ssd-windows-11-home-6-gb-graphics-nvidia-geforce-rtx-3060-144-hz-fa777rm-hx019w-gaming-laptop/p/itm5271e50c6a0a5pid=comgcfmvhrvjhgpc&lid=lstcomgcfmvhrvjhgpc4qnbz8&marketplace=flipkart&store=6bo%2fb5g&srno=b_7_154&otracker=browse&otracker1=hp_rich_navigation_pinned_neo%2fmerchandising_na_nav_expandable_navigationcard_cc_8_l1_view-all&iid=21fe1715-1274-454f-b672-703b04ce5a95.comgcfmvhrvjhgpc.search&ssid=k3w59zhoio2x9s741653220445133,25000000
154,hp,14s-dq3032tu, ,windows 11 home,256 gb,8 gb,14,6297654,https://www.flipkart.com/hp-celeron-dual-core-8-gb-256-gb-ssd-windows-11-home-14s-dq3032tu-thin-light-laptop/p/itm7ffbb3110f6b6pid=comgbh9j82f6xtsg&lid=lstcomgbh9j82f6xtsgy5blir&marketplace=flipkart&store=6bo%2fb5g&srno=b_7_155&otracker=browse&otracker1=hp_rich_navigation_pinned_neo%2fmerchandising_na_nav_expandable_navigationcard_cc_8_l1_view-all&iid=21fe1715-1274-454f-b672-703b04ce5a95.comgbh9j82f6xtsg.search&ssid=k3w59zhoio2x9s741653220445133,6000000
155,lenovo,yoga 6, ,windows 11 home,512 gb,16 gb,13.3,15271286,https://www.flipkart.com/lenovo-yoga-6-ryzen-7-octa-core-5700u-16-gb-512-gb-ssd-windows-11-home-13alc6-2-1-laptop/p/itm4262678e0b145pid=comgcjdsg3meuffm&lid=lstcomgcjdsg3meuffmjflfqn&marketplace=flipkart&store=6bo%2fb5g&srno=b_7_156&otracker=browse&otracker1=hp_rich_navigation_pinned_neo%2fmerchandising_na_nav_expandable_navigationcard_cc_8_l1_view-all&iid=21fe1715-1274-454f-b672-703b04ce5a95.comgcjdsg3meuffm.search&ssid=k3w59zhoio2x9s741653220445133,15000000
156,asus,slate,intel pentium quad core 10th gen,windows 11 home,128 gb,4 gb,13.3,10327465,https://www.flipkart.com/asus-pentium-quad-core-10th-gen-4-gb-128-gb-ssd-128-emmc-storage-windows-11-home-t3300ka-lq121ws-2-1-laptop/p/itm2128798db6a36pid=comgcdt6k5yyzd8a&lid=lstcomgcdt6k5yyzd8a1gyb0v&marketplace=flipkart&store=6bo%2fb5g&srno=b_7_157&otracker=browse&otracker1=hp_rich_navigation_pinned_neo%2fmerchandising_na_nav_expandable_navigationcard_cc_8_l1_view-all&iid=21fe1715-1274-454f-b672-703b04ce5a95.comgcdt6k5yyzd8a.search&ssid=k3w59zhoio2x9s741653220445133,10000000
157,asus,tuf gaming f17,intel core i7 11th gen,windows 10 home,512 gb,16 gb,17.3,18324093,https://www.flipkart.com/asus-core-i7-11th-gen-16-gb-512-gb-ssd-4-emmc-storage-windows-10-home-4-graphics-nvidia-geforce-rtx-nvidia-3050-fx706hcb-hx193t-gaming-laptop/p/itmc2cd87daa341fpid=comgc5qbv3h2m3yp&lid=lstcomgc5qbv3h2m3ypcqjuez&marketplace=flipkart&store=6bo%2fb5g&srno=b_7_158&otracker=browse&otracker1=hp_rich_navigation_pinned_neo%2fmerchandising_na_nav_expandable_navigationcard_cc_8_l1_view-all&iid=21fe1715-1274-454f-b672-703b04ce5a95.comgc5qbv3h2m3yp.search&ssid=k3w59zhoio2x9s741653220445133,18000000
158,hp,450 g8,intel core i5 11th gen,windows 10 pro,512 gb,8 gb,15.6,17037645,https://www.flipkart.com/hp-probook-core-i5-11th-gen-8-gb-512-gb-ssd-windows-10-pro-450-g8-laptop/p/itm73bebc9b88f8apid=comgcg6mwr4avspd&lid=lstcomgcg6mwr4avspdcsetq9&marketplace=flipkart&store=6bo%2fb5g&srno=b_7_159&otracker=browse&otracker1=hp_rich_navigation_pinned_neo%2fmerchandising_na_nav_expandable_navigationcard_cc_8_l1_view-all&iid=21fe1715-1274-454f-b672-703b04ce5a95.comgcg6mwr4avspd.search&ssid=k3w59zhoio2x9s741653220445133,17000000
159,msi,raider ge66 12ugs,intel core i7 12th gen,windows 11 home,1 tb,16 gb,15.6,49631013,https://www.flipkart.com/msi-raider-ge66-core-i7-12th-gen-16-gb-1-tb-ssd-windows-11-home-8-gb-graphics-nvidia-geforce-rtx-3070-ti-12ugs-096in-gaming-laptop/p/itma9cc4f764c592pid=comgae6buhssqagf&lid=lstcomgae6buhssqagfr1n8ar&marketplace=flipkart&store=6bo%2fb5g&srno=b_7_160&otracker=browse&otracker1=hp_rich_navigation_pinned_neo%2fmerchandising_na_nav_expandable_navigationcard_cc_8_l1_view-all&iid=21fe1715-1274-454f-b672-703b04ce5a95.comgae6buhssqagf.search&ssid=k3w59zhoio2x9s741653220445133,49000000
160,msi,crosshair 15 r6e b12ugz,intel core i7 12th gen,windows 11 home,1 tb,16 gb,15.6,34359344,https://www.flipkart.com/msi-core-i7-12th-gen-16-gb-1-tb-ssd-windows-11-home-8-gb-graphics-nvidia-geforce-rtx-3070-crosshair-15-rainbow-six-extraction-b12ugz-032in-gaming-laptop/p/itm1f08d531d7934pid=comgae6buu85dpfb&lid=lstcomgae6buu85dpfbsii5uh&marketplace=flipkart&store=6bo%2fb5g&srno=b_7_161&otracker=browse&otracker1=hp_rich_navigation_pinned_neo%2fmerchandising_na_nav_expandable_navigationcard_cc_8_l1_view-all&iid=21fe1715-1274-454f-b672-703b04ce5a95.comgae6buu85dpfb.search&ssid=k3w59zhoio2x9s741653220445133,34000000
161,samsung,np340xla-ka1in, ,windows 11 home, ,4 gb, ,7061237,https://www.flipkart.com/samsung-galaxy-book-go-snapdragon-7c-gen-2-4-gb-128-gb-emmc-storage-windows-11-home-np340xla-ka1in-thin-light-laptop/p/itm57fdb71eb3d2apid=comgcfn8jmvhphnz&lid=lstcomgcfn8jmvhphnzrg2bgk&marketplace=flipkart&store=6bo%2fb5g&srno=b_7_162&otracker=browse&otracker1=hp_rich_navigation_pinned_neo%2fmerchandising_na_nav_expandable_navigationcard_cc_8_l1_view-all&iid=21fe1715-1274-454f-b672-703b04ce5a95.comgcfn8jmvhphnz.search&ssid=k3w59zhoio2x9s741653220445133,7000000
162,acer,predator helios 300,intel core i9 11th gen,windows 11 home,1 tb,16 gb, ,27677989,https://www.flipkart.com/acer-predator-helios-300-core-i9-11th-gen-16-gb-1-tb-ssd-windows-11-home-6-gb-graphics-nvidia-geforce-rtx-3060-360-hz-ph315-54-gaming-laptop/p/itmd71aac320ff3epid=comgbwpjrjsf43ur&lid=lstcomgbwpjrjsf43urmep1fg&marketplace=flipkart&store=6bo%2fb5g&srno=b_7_163&otracker=browse&otracker1=hp_rich_navigation_pinned_neo%2fmerchandising_na_nav_expandable_navigationcard_cc_8_l1_view-all&iid=21fe1715-1274-454f-b672-703b04ce5a95.comgbwpjrjsf43ur.search&ssid=k3w59zhoio2x9s741653220445133,27000000
163,lenovo,v14,intel core i5 10th gen,dos, ,4 gb,14,9067362,https://www.flipkart.com/lenovo-core-i5-10th-gen-4-gb-1-tb-hdd-dos-v14-iil-laptop/p/itm69db1adec529bpid=comgcevhas9bqway&lid=lstcomgcevhas9bqwaygjhev4&marketplace=flipkart&store=6bo%2fb5g&srno=b_7_164&otracker=browse&otracker1=hp_rich_navigation_pinned_neo%2fmerchandising_na_nav_expandable_navigationcard_cc_8_l1_view-all&iid=21fe1715-1274-454f-b672-703b04ce5a95.comgcevhas9bqway.search&ssid=k3w59zhoio2x9s741653220445133,9000000
164,hp,16-b0352tx,intel core i7 11th gen,windows 11 home,1 tb,16 gb, ,22714697,https://www.flipkart.com/hp-omen-core-i7-11th-gen-16-gb-1-tb-ssd-windows-11-home-4-gb-graphics-nvidia-geforce-rtx-3050ti-16-b0352tx-gaming-laptop/p/itm87c392a3d6241pid=comgbh9jfrdfbsyq&lid=lstcomgbh9jfrdfbsyqnpqujh&marketplace=flipkart&store=6bo%2fb5g&srno=b_7_165&otracker=browse&otracker1=hp_rich_navigation_pinned_neo%2fmerchandising_na_nav_expandable_navigationcard_cc_8_l1_view-all&iid=21fe1715-1274-454f-b672-703b04ce5a95.comgbh9jfrdfbsyq.search&ssid=k3w59zhoio2x9s741653220445133,22000000
165,hp,16-b0351tx,intel core i7 11th gen,windows 11 home,1 tb,16 gb, ,22332905,https://www.flipkart.com/hp-omen-core-i7-11th-gen-16-gb-1-tb-ssd-windows-11-home-4-gb-graphics-nvidia-geforce-rtx-3050-16-b0351tx-gaming-laptop/p/itmdf286c9912b18pid=comgbh9jupsvkggv&lid=lstcomgbh9jupsvkggvjq6ief&marketplace=flipkart&store=6bo%2fb5g&srno=b_7_166&otracker=browse&otracker1=hp_rich_navigation_pinned_neo%2fmerchandising_na_nav_expandable_navigationcard_cc_8_l1_view-all&iid=21fe1715-1274-454f-b672-703b04ce5a95.comgbh9jupsvkggv.search&ssid=k3w59zhoio2x9s741653220445133,22000000
166,asus,vivobook 15, ,windows 11 home, ,4 gb,15.6,5715421,https://www.flipkart.com/asus-vivobook-15-pentium-quad-core-4-gb-1-tb-hdd-windows-11-home-x515ma-br101w-laptop/p/itmbdf41c6e4b28epid=comgca5jwca3ruye&lid=lstcomgca5jwca3ruyeacctto&marketplace=flipkart&store=6bo%2fb5g&srno=b_7_167&otracker=browse&otracker1=hp_rich_navigation_pinned_neo%2fmerchandising_na_nav_expandable_navigationcard_cc_8_l1_view-all&iid=21fe1715-1274-454f-b672-703b04ce5a95.comgca5jwca3ruye.search&ssid=k3w59zhoio2x9s741653220445133,5000000
167,msi,sword 15 a11uc,intel core i7 11th gen,windows 10 home,512 gb,8 gb,15.6,16606030,https://www.flipkart.com/msi-sword-15-core-i7-11th-gen-8-gb-512-gb-ssd-windows-10-home-4-graphics-nvidia-geforce-rtx-3050-144-hz-a11uc-891in-gaming-laptop/p/itm65be7a217a9bbpid=comgcaafrwrrukga&lid=lstcomgcaafrwrrukgajbkgr5&marketplace=flipkart&store=6bo%2fb5g&srno=b_7_168&otracker=browse&otracker1=hp_rich_navigation_pinned_neo%2fmerchandising_na_nav_expandable_navigationcard_cc_8_l1_view-all&iid=21fe1715-1274-454f-b672-703b04ce5a95.comgcaafrwrrukga.search&ssid=k3w59zhoio2x9s741653220445133,16000000
168,hp,15s, ,windows 10 home,512 gb,8 gb,15.6,9999124,https://www.flipkart.com/hp-ryzen-5-quad-core-8-gb-512-gb-ssd-windows-10-home-15s-gr0500au-laptop/p/itm16df950698f70pid=comgcbecv44zjufg&lid=lstcomgcbecv44zjufghnifeo&marketplace=flipkart&store=6bo%2fb5g&srno=b_8_169&otracker=browse&otracker1=hp_rich_navigation_pinned_neo%2fmerchandising_na_nav_expandable_navigationcard_cc_8_l1_view-all&iid=7fcacb32-62b5-4d89-93e5-3171328b4d40.comgcbecv44zjufg.search&ssid=7w0q68v07of5wav41653220556500,9000000
169,hp,240 g8,intel core i3 10th gen,windows 10 pro,512 gb,8 gb,14,10212737,https://www.flipkart.com/hp-core-i3-10th-gen-8-gb-512-gb-ssd-windows-10-pro-240-g8-laptop/p/itm6cbe78d9c80e8pid=comgcbgcgsmv5zs5&lid=lstcomgcbgcgsmv5zs55lwoq4&marketplace=flipkart&store=6bo%2fb5g&srno=b_8_170&otracker=browse&otracker1=hp_rich_navigation_pinned_neo%2fmerchandising_na_nav_expandable_navigationcard_cc_8_l1_view-all&iid=7fcacb32-62b5-4d89-93e5-3171328b4d40.comgcbgcgsmv5zs5.search&ssid=7w0q68v07of5wav41653220556500,10000000
170,asus,vivobook k15,intel core i3 11th gen,windows 11 home,256 gb,8 gb,15.6,9351987,https://www.flipkart.com/asus-vivobook-ultra-k15-core-i3-11th-gen-8-gb-256-gb-ssd-windows-11-home-k513ea-l303ws-k513e-thin-light-laptop/p/itm9d93a41eb3ba9pid=comgcbgy4pgjngrt&lid=lstcomgcbgy4pgjngrttaf01q&marketplace=flipkart&store=6bo%2fb5g&srno=b_8_171&otracker=browse&otracker1=hp_rich_navigation_pinned_neo%2fmerchandising_na_nav_expandable_navigationcard_cc_8_l1_view-all&iid=7fcacb32-62b5-4d89-93e5-3171328b4d40.comgcbgy4pgjngrt.search&ssid=7w0q68v07of5wav41653220556500,9000000
171,asus,e210ma-gj001w, ,windows 11 home, ,4 gb,11.6,5116008,https://www.flipkart.com/asus-vivobook-11-celeron-dual-core-4-gb-128-gb-emmc-storage-windows-home-e210ma-gj001w-thin-light-laptop/p/itmde2d81a0c796bpid=comgc5njggphgftx&lid=lstcomgc5njggphgftxo1jzzo&marketplace=flipkart&store=6bo%2fb5g&srno=b_8_172&otracker=browse&otracker1=hp_rich_navigation_pinned_neo%2fmerchandising_na_nav_expandable_navigationcard_cc_8_l1_view-all&iid=7fcacb32-62b5-4d89-93e5-3171328b4d40.comgc5njggphgftx.search&ssid=7w0q68v07of5wav41653220556500,5000000
